mechanism,het,info,concentration,n,outcome_from,rho,platform,coef_spread,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MAR,0.0,0.0,0.1,1000,pattern,,Linux-x86_64,3.301178774783864e-15,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6945926412733125,0.7055662802778834,-0.0024197362915838,0.6147180560272906,11,25,1000.0
MAR,0.0,0.0,0.1,4000,pattern,,Linux-x86_64,1.381327777855157e-15,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.6105963165299011,0.6170396752564192,0.0169847405106699,0.0002870559692382,21,25,300.0
MAR,0.0,1.5,0.9,1000,pattern,,Linux-x86_64,1.0408340855860844e-16,0.1224375,12,0.943,2.973572115717008,0.102,0.7257337151900063,0.7409195878856676,0.7263349501103735,0.7382023971551276,0.735480436667113,0.7425810976355923,-0.0027219604880143,0.3734721582867646,6,25,1000000000.0
MAR,0.0,1.5,0.9,4000,pattern,,Linux-x86_64,1.0408340855860844e-16,0.15184375,12,0.982,2.867321830264796,0.09925,0.6191226695803087,0.6838663302351132,0.6188063344574359,0.6822640511253881,0.6955900046665097,0.6985711772791053,0.0133259535411217,5.3882598876953125e-05,21,25,300.0
MAR,0.0,1.5,0.5,1000,pattern,,Linux-x86_64,7.697835424647081e-16,0.1178125,57,0.702,14.34595888734566,0.102,0.6672496773472492,0.6753684968103321,0.6707285096491198,0.674852726656529,0.6771321040329146,0.707736138988958,0.0022793773763856,0.5429891412666084,14,25,300.0
MAR,0.0,1.5,0.5,4000,pattern,,Linux-x86_64,3.3133218391157016e-16,0.11584375,60,0.8565,13.95740703241044,0.10725,0.7818734142257839,0.7861140982119508,0.7814190814296238,0.786630446519776,0.7876439527116181,0.7922464030369943,0.0010135061918422,0.3913659383075519,14,25,1000.0
MAR,0.0,1.5,0.1,1000,pattern,,Linux-x86_64,3.301178774783864e-15,0.1161875,197,0.0,150.21272667168074,0.098,0.6745455590154553,0.6659023967256501,0.6758795071317809,0.6619370257737621,0.6621927340644633,0.6725331803597305,0.0002557082907011,0.2954240558236417,11,25,1000.0
MAR,0.0,1.5,0.1,4000,pattern,,Linux-x86_64,1.381327777855157e-15,0.11921875,215,0.3665,161.16511830275894,0.10025,0.4695601364569963,0.4654346206964957,0.4693852490286221,0.465375897020275,0.4802353856539793,0.4849150168908085,0.0148594886337042,0.0005564093589782,19,25,300.0
MAR,0.5,0.0,0.9,1000,pattern,,Linux-x86_64,0.4598459736439479,0.1224375,12,0.943,2.973572115717008,0.099,0.7385579676615371,0.7436029487205701,0.736382656807759,0.7355662307270733,0.7356868357588214,0.7444783701534642,0.0001206050317483,0.7563688628810696,10,25,1000.0
MAR,0.5,0.0,0.9,4000,pattern,,Linux-x86_64,0.4587795695510887,0.15184375,12,0.982,2.867321830264796,0.09825,0.5792856918515041,0.6021700671052365,0.5792216597335991,0.6027446225250216,0.6624881149481731,0.6670601576785932,0.0597434924231515,1.1920928955078125e-07,24,25,100.0
MAR,0.5,0.0,0.5,1000,pattern,,Linux-x86_64,0.4852803804949939,0.1178125,57,0.702,14.34595888734566,0.097,0.5436173610680709,0.5325533245286266,0.5396523418146841,0.5363696073697531,0.5573282777572622,0.5917126229383483,0.0209586703875091,0.0974905962022079,15,25,100.0
MAR,0.5,0.0,0.5,4000,pattern,,Linux-x86_64,0.4882427141148721,0.11584375,60,0.8565,13.95740703241044,0.106,0.7003315348786608,0.73389894557854,0.700103337937607,0.7345683763635354,0.780721309437358,0.7870931490252268,0.0461529330738226,2.980232238769531e-07,23,25,100.0
MAR,0.5,0.0,0.1,1000,pattern,,Linux-x86_64,0.5034441404336315,0.1161875,197,0.0,150.21272667168074,0.096,0.6441768002399718,0.6273534500770265,0.6444684495701983,0.6330975760454526,0.6157741076046742,0.6467513900910725,-0.0173234684407783,0.0130639608330681,3,25,300.0
MAR,0.5,0.0,0.1,4000,pattern,,Linux-x86_64,0.4899116848170214,0.11921875,215,0.3665,161.16511830275894,0.10025,0.42960417369964,0.4238362240605486,0.4293556127435922,0.4236071989931867,0.4439234278898564,0.4495523945594714,0.0203162288966696,5.245208740234375e-06,21,25,300.0
MAR,0.5,1.5,0.9,1000,pattern,,Linux-x86_64,0.4598459736439479,0.1224375,12,0.943,2.973572115717008,0.099,0.7103021585265321,0.7094653624820983,0.7084632301804681,0.7071681562987159,0.7131671359572251,0.722984719730106,0.005998979658509,0.0764894608968982,16,25,300.0
MAR,0.5,1.5,0.9,4000,pattern,,Linux-x86_64,0.4587795695510887,0.15184375,12,0.982,2.867321830264796,0.09725,0.5610391416315378,0.6338361045076065,0.5612233885526685,0.6341844440446898,0.6889073041465968,0.6930841283967072,0.0547228601019072,5.960464477539064e-08,25,25,100.0
MAR,0.5,1.5,0.5,1000,pattern,,Linux-x86_64,0.4852803804949939,0.1178125,57,0.702,14.34595888734566,0.094,0.559411378389814,0.5580410931004525,0.5545173814826668,0.547534986537659,0.5862395365254313,0.6139475043151374,0.0387045499877724,0.0147220492362976,18,25,100.0
MAR,0.5,1.5,0.5,4000,pattern,,Linux-x86_64,0.4882427141148721,0.11584375,60,0.8565,13.95740703241044,0.10625,0.7006795725911131,0.7434978370481253,0.7006913449782224,0.7459424633859969,0.7734570509025822,0.7797425216712661,0.0275145875165854,6.556510925292969e-06,23,25,300.0
MAR,0.5,1.5,0.1,1000,pattern,,Linux-x86_64,0.5034441404336315,0.1161875,197,0.0,150.21272667168074,0.101,0.5751034678926531,0.5713681422813951,0.5714311834109285,0.5707990366887856,0.5654430650008877,0.5860974895025918,-0.005355971687898,0.4650985871802594,12,25,300.0
MAR,0.5,1.5,0.1,4000,pattern,,Linux-x86_64,0.4899116848170214,0.11921875,215,0.3665,161.16511830275894,0.102,0.3836638994788172,0.3828340566963337,0.3833112207845056,0.3828025522905565,0.3945309196633405,0.3995182278084475,0.0117283673727841,0.0022345775083031,20,25,300.0
MAR,1.5,0.0,0.9,1000,pattern,,Linux-x86_64,1.3795379209318437,0.1224375,12,0.943,2.973572115717008,0.096,0.7516837353468522,0.7564802879998344,0.7508610456619127,0.7533076686758224,0.7575172845250405,0.7646447688724451,0.0042096158492183,0.0768308248533803,14,25,1000.0
MAR,1.5,0.0,0.9,4000,pattern,,Linux-x86_64,1.376338708653266,0.15184375,12,0.982,2.867321830264796,0.096,0.3244816252236941,0.3680387873938294,0.3241477348144934,0.3626468300518602,0.6697816091352442,0.6729962125849615,0.3071347790833838,5.960464477539064e-08,25,25,0.0
MAR,1.5,0.0,0.5,1000,pattern,,Linux-x86_64,1.4558411414849817,0.1178125,57,0.702,14.34595888734566,0.094,0.3672796027274143,0.4233904918424308,0.3836761462699525,0.4249286326408011,0.483142314848106,0.5055746489930151,0.0582136822073049,2.664327621459961e-05,21,25,100.0
MAR,1.5,0.0,0.5,4000,pattern,,Linux-x86_64,1.464728142344616,0.11584375,60,0.8565,13.95740703241044,0.10275,0.4131590239624211,0.5098812976504457,0.4133302268783581,0.5232138011253755,0.6607086783324096,0.6655207585643182,0.1374948772070342,5.960464477539064e-08,25,25,100.0
MAR,1.5,0.0,0.1,1000,pattern,,Linux-x86_64,1.5103324213008946,0.1161875,197,0.0,150.21272667168074,0.096,0.3574734771597532,0.3424689184728054,0.362340081315538,0.3458650520736963,0.3246945874551335,0.3562163364067013,-0.0211704646185628,0.0130639608330681,4,25,1000.0
MAR,1.5,0.0,0.1,4000,pattern,,Linux-x86_64,1.4697350544510643,0.11921875,215,0.3665,161.16511830275894,0.10275,0.2258676422242961,0.2164257739356441,0.2275701838512857,0.2172284819866538,0.2211075367651414,0.2321164980584675,0.0038790547784876,0.1644961237907409,19,25,300.0
MAR,1.5,1.5,0.9,1000,pattern,,Linux-x86_64,1.3795379209318437,0.1224375,12,0.943,2.973572115717008,0.098,0.7388863029065699,0.7292059871157687,0.7320681382904715,0.7367325582705928,0.7437844519240816,0.7541242160380486,0.0070518936534888,0.1073147058486938,18,25,300.0
MAR,1.5,1.5,0.9,4000,pattern,,Linux-x86_64,1.376338708653266,0.15184375,12,0.982,2.867321830264796,0.09675,0.3509030416597082,0.3986712037320746,0.3509347706708847,0.3968933293494263,0.6725829513892266,0.6777084092869727,0.2756896220398003,5.960464477539064e-08,25,25,0.0
MAR,1.5,1.5,0.5,1000,pattern,,Linux-x86_64,1.4558411414849817,0.1178125,57,0.702,14.34595888734566,0.098,0.3885948344403425,0.4357041502932053,0.4129325268908719,0.4480495439853678,0.5001160877622219,0.5249159501560449,0.052066543776854,0.0008081197738647,20,25,30.0
MAR,1.5,1.5,0.5,4000,pattern,,Linux-x86_64,1.464728142344616,0.11584375,60,0.8565,13.95740703241044,0.10475,0.4148870858755468,0.5337071781788287,0.4149012995175807,0.5471442303929909,0.6783210287844337,0.6881364377619177,0.1311767983914427,5.960464477539064e-08,25,25,100.0
MAR,1.5,1.5,0.1,1000,pattern,,Linux-x86_64,1.5103324213008946,0.1161875,197,0.0,150.21272667168074,0.096,0.3609874250450517,0.3452209868477628,0.3615100706463128,0.3467020288535307,0.3313199992428833,0.3595989659808046,-0.0153820296106474,0.1095109374886408,4,25,1000000000.0
MAR,1.5,1.5,0.1,4000,pattern,,Linux-x86_64,1.4697350544510643,0.11921875,215,0.3665,161.16511830275894,0.10175,0.2018995107240007,0.1966576489903029,0.2023441826422817,0.1957973172493432,0.2003170653740806,0.2082693292902406,0.0045197481247374,0.1219318822525683,13,25,1000.0
MNAR,0.0,0.0,0.9,1000,pattern,,Linux-x86_64,1.2750217548429532e-16,0.1224375,12,0.943,2.973572115717008,0.088,0.5472484173574081,0.5444303397261204,0.5454329863447522,0.5428208116423298,0.541307287292508,0.5588190211084624,-0.0015135243498218,0.9272980307084064,12,25,300.0
MNAR,0.0,0.0,0.9,4000,pattern,,Linux-x86_64,9.063930161978816e-17,0.15184375,12,0.982,2.867321830264796,0.09775,0.6995840500712984,0.7030324142349693,0.6984778727496486,0.7006197888983289,0.7018204242478261,0.7057773975480565,0.0012006353494971,0.2342427807620718,9,25,1000.0
MNAR,0.0,0.0,0.5,1000,pattern,,Linux-x86_64,6.583275591331983e-16,0.1178125,57,0.702,14.34595888734566,0.098,0.6023606619787778,0.5955388184751375,0.6025257537120555,0.5965463963812145,0.5903307830176848,0.6431730581472973,-0.0062156133635297,0.2627222468407196,14,25,300.0
MNAR,0.0,0.0,0.5,4000,pattern,,Linux-x86_64,5.412337245047638e-16,0.11584375,60,0.8565,13.95740703241044,0.10375,0.6436812166656058,0.6666701948285803,0.643688884940489,0.6660484943771812,0.6647518393688017,0.6733563936801856,-0.0012966550083793,0.9757206779782548,13,25,1000.0
MNAR,0.0,0.0,0.1,1000,pattern,,Linux-x86_64,2.867497905789662e-15,0.1161875,197,0.0,150.21272667168074,0.09,0.557585322671987,0.5289207038958886,0.5523241486148958,0.5303822652628116,0.5259021394852319,0.5701985053628252,-0.0044801257775797,0.8531995415687561,13,25,100.0
MNAR,0.0,0.0,0.1,4000,pattern,,Linux-x86_64,3.4416913763379853e-15,0.11921875,215,0.3665,161.16511830275894,0.10175,0.642197117007151,0.6498441271845732,0.6417368528670009,0.6494330696907415,0.6926061459137971,0.697200587404952,0.0431730762230554,5.960464477539064e-08,25,25,100.0
MNAR,0.0,1.5,0.9,1000,pattern,,Linux-x86_64,1.2750217548429532e-16,0.1224375,12,0.943,2.973572115717008,0.089,0.549162508323488,0.5573540331366581,0.5440736283632128,0.5535114923265033,0.5526418359671958,0.5694342806360617,-0.0008696563593074,0.9584168126150572,11,25,300.0
MNAR,0.0,1.5,0.9,4000,pattern,,Linux-x86_64,9.063930161978816e-17,0.15184375,12,0.982,2.867321830264796,0.1005,0.6639128427358273,0.6919847532362212,0.6637698973270151,0.6906647665812957,0.6905361646205611,0.698709924615794,-0.0001286019607344,0.4341868795584058,11,25,1000.0
MNAR,0.0,1.5,0.5,1000,pattern,,Linux-x86_64,6.583275591331983e-16,0.1178125,57,0.702,14.34595888734566,0.098,0.6098240609072273,0.6330125963959299,0.6085763489370904,0.6253213508205739,0.6247142138588498,0.6598743839521769,-0.000607136961724,0.910824985273362,11,25,300.0
MNAR,0.0,1.5,0.5,4000,pattern,,Linux-x86_64,5.412337245047638e-16,0.11584375,60,0.8565,13.95740703241044,0.10225,0.5751737663799326,0.6104366365618326,0.5757737699778722,0.6104010175241936,0.6184450719511755,0.6296537551503408,0.0080440544269818,0.0067255496978759,17,25,1000.0
MNAR,0.0,1.5,0.1,1000,pattern,,Linux-x86_64,2.867497905789662e-15,0.1161875,197,0.0,150.21272667168074,0.091,0.4949390886711239,0.4721892361023774,0.4947208290504682,0.4702656497934804,0.4560406358332116,0.4924215065182213,-0.0142250139602688,0.1978330655671414,8,25,300.0
MNAR,0.0,1.5,0.1,4000,pattern,,Linux-x86_64,3.4416913763379853e-15,0.11921875,215,0.3665,161.16511830275894,0.10025,0.5914312095728657,0.6150965513941755,0.5905288813528383,0.614955449459877,0.6387655651299093,0.6456269721410395,0.0238101156700323,0.0002169013023376,20,25,300.0
MNAR,0.5,0.0,0.9,1000,pattern,,Linux-x86_64,0.4529503937744953,0.1224375,12,0.943,2.973572115717008,0.101,0.706627118615251,0.707555358188915,0.7021248982370785,0.7067794755833513,0.7035700455511605,0.724235836502846,-0.0032094300321908,0.7368753708069717,10,25,1000.0
MNAR,0.5,0.0,0.9,4000,pattern,,Linux-x86_64,0.5007659873459318,0.15184375,12,0.982,2.867321830264796,0.097,0.644740480370382,0.6589677006868206,0.6446558339848785,0.657557596832723,0.6891212961833639,0.695915938432518,0.0315636993506409,8.344650268554688e-07,22,25,100.0
MNAR,0.5,0.0,0.5,1000,pattern,,Linux-x86_64,0.4699675375216419,0.1178125,57,0.702,14.34595888734566,0.09,0.5363383777286276,0.5117292707140911,0.5349408719413417,0.5123339460372152,0.5092996743058655,0.5377594246309484,-0.0030342717313496,0.7676577617530682,11,25,300.0
MNAR,0.5,0.0,0.5,4000,pattern,,Linux-x86_64,0.492129766401768,0.11584375,60,0.8565,13.95740703241044,0.10175,0.6099599851347294,0.6460680003205915,0.6094479918969983,0.6455549073240037,0.6515596730236457,0.6617158956892975,0.0060047656996419,0.0632908322333452,16,25,1000.0
MNAR,0.5,0.0,0.1,1000,pattern,,Linux-x86_64,0.4960742955857829,0.1161875,197,0.0,150.21272667168074,0.096,0.5329278293100511,0.5226768611296456,0.5347704625581698,0.5247192260053659,0.5293868773556758,0.5670604942308246,0.0046676513503097,0.8582823598181881,12,25,100.0
MNAR,0.5,0.0,0.1,4000,pattern,,Linux-x86_64,0.4917300871625736,0.11921875,215,0.3665,161.16511830275894,0.10025,0.5472887453045352,0.5592081333717032,0.5471587336209873,0.5588474232063084,0.5817002139367173,0.5855680836974244,0.0228527907304088,4.172325134277344e-07,24,25,300.0
MNAR,0.5,1.5,0.9,1000,pattern,,Linux-x86_64,0.4529503937744953,0.1224375,12,0.943,2.973572115717008,0.097,0.7267934138403385,0.7380145922097091,0.7254496150579051,0.7380776398502309,0.7380796126631725,0.7509438944120234,1.972812941493096e-06,0.4495797403514112,7,25,1000000000.0
MNAR,0.5,1.5,0.9,4000,pattern,,Linux-x86_64,0.5007659873459318,0.15184375,12,0.982,2.867321830264796,0.09725,0.54089078640329,0.6077371110337088,0.539441967847323,0.6056022455345861,0.6706326608209872,0.6807117004799562,0.065030415286401,5.960464477539062e-07,23,25,100.0
